MovieID,Rating_size,Rating_mean,Rating_max,Title,Year,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
3316,1396,2.610673352,5,Reindeer Games,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3317,3576,3.776146532,5,Wonder Boys,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3321,8,2.75,3.5,"Waiting Game, The",2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3322,37,2.162162162,4,3 Strikes,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3323,56,3.044642857,5,Chain of Fools,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3324,652,2.688650307,5,Drowning Mona,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3325,561,2.341354724,5,"Next Best Thing, The",2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3326,603,2.769485904,5,What Planet Are You From?,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3353,24,3.125,5,"Closer You Get, The",2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3354,3344,2.564742823,5,Mission to Mars,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3356,1,3,3,Condo Painting,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3408,8786,3.611768723,5,Erin Brockovich,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3409,2580,3.14379845,5,Final Destination,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3452,2169,2.968649147,5,Romeo Must Die,2000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3453,370,2.605405405,5,Here on Earth,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3454,208,2.862980769,5,Whatever It Takes,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3457,360,3.104166667,5,Waking the Dead,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3481,8555,3.847106955,5,High Fidelity,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3483,1019,3.086849853,5,"Road to El Dorado, The",2000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3484,1273,2.749410841,5,"Skulls, The",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3510,4059,3.606306972,5,Frequency,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3511,295,2.46779661,5,Ready to Rumble,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3512,1606,3.531755915,5,Return to Me,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3513,1507,3.294956868,5,Rules of Engagement,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3514,158,3.262658228,5,Joe Gould's Secret,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3515,646,3.143188854,5,Me Myself I,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3534,2363,3.073423614,5,28 Days,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3535,3940,3.368908629,5,American Psycho,2000,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0
3536,2346,3.48316283,5,Keeping the Faith,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3537,167,3.092814371,5,Where the Money Is,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3539,247,3.694331984,5,"Filth and the Fury, The",2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3553,360,2.716666667,5,Gossip,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3554,588,3.421768707,5,Love and Basketball,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3555,3641,3.353611645,5,U-571,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3562,95,2.610526316,5,Committed,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3563,230,2.208695652,5,"Crow: Salvation, The",2000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3564,780,1.817307692,5,"Flintstones in Viva Rock Vegas, The",2000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3565,1029,3.233236152,5,Where the Heart Is,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3566,868,3.282258065,5,"Big Kahuna, The",2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3567,115,3.391304348,5,Bossa Nova,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3571,383,3.236292428,5,Time Code,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3578,15457,3.937601087,5,Gladiator,2000,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3579,199,2.535175879,5,I Dreamed of Africa,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3580,119,3.050420168,5,Up at the Villa,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3582,2,3,4,"Jails, Hospitals & Hip-Hop",2000,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3593,2072,1.577702703,5,Battlefield Earth,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3594,701,3.162624822,5,Center Stage,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3596,194,2.597938144,5,Screwed,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3597,254,2.590551181,5,Whipped,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3598,718,3.436629526,5,Hamlet,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
3615,1259,3.119142176,5,Dinosaur,2000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3616,807,2.633209418,5,Loser,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3617,3702,3.213128039,5,Road Trip,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3618,1282,3.310062402,5,Small Time Crooks,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3623,8871,2.952091083,5,Mission: Impossible 2,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3624,3877,3.392829507,5,Shanghai Noon,2000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3646,1242,2.497987118,5,Big Momma's House,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3717,4861,3.044435301,5,Gone in 60 Seconds,2000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3719,189,3.005291005,5,Love's Labour's Lost,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3721,81,2.537037037,5,Trixie,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
3722,31,2.274193548,5,American Virgin,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3743,349,2.67765043,5,Boys and Girls,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3744,2156,2.984461967,5,Shaft,2000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3745,2912,3.215144231,5,Titan A.E.,2000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3750,3,1.666666667,3,Boricua's Bond,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3751,8915,3.620415031,5,Chicken Run,2000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3752,4000,2.996125,5,"Me, Myself and Irene",2000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3753,7132,3.464666293,5,"Patriot, The",2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3754,909,2.262376238,5,"Adventures of Rocky and Bullwinkle, The",2000,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3755,5120,3.082617188,5,"Perfect Storm, The",2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3756,153,3.094771242,5,"Golden Bowl, The",2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3784,811,3.110974106,5,"Kid, The",2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3785,4275,2.807134503,5,Scary Movie,2000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3790,175,3.377142857,5,Groove,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3793,13147,3.592834867,5,X-Men,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3794,533,3.263602251,5,Chuck & Buck,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3796,89,3.039325843,5,"Wisdom of Crocodiles, The (a.k.a. Immortality)",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3797,163,2.285276074,5,"In Crowd, The",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3798,3189,3.241768579,5,What Lies Beneath,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3799,531,1.717514124,5,Pokémon the Movie 2000,2000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3820,122,1.807377049,5,Thomas and the Magic Railroad,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3821,1411,2.403968816,5,Nutty Professor II: The Klumps,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3824,829,2.309408926,5,Autumn in New York,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3825,1991,2.715218483,5,Coyote Ugly,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3826,3736,2.506156317,5,Hollow Man,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
3827,2715,3.098710866,5,Space Cowboys,2000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3829,22,3,4.5,Mad About Mambo,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3830,201,2.78358209,5,Psycho Beach Party,2000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3831,916,3.626637555,5,Saving Grace,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3851,232,3.782327586,5,I'm the One That I Want,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3852,1080,3.4875,5,"Tao of Steve, The",2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3857,430,2.641860465,5,Bless the Child,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3858,475,2.955789474,5,Cecil B. DeMented,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3859,267,3.640449438,5,"Eyes of Tammy Faye, The",2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3860,45,3.122222222,5,"Opportunists, The",2000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3861,1494,3.120147256,5,"Replacements, The",2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3862,152,3.338815789,5,About Adam,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3863,4147,3.02507837,5,"Cell, The",2000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
3865,600,3.283333333,5,"Original Kings of Comedy, The",2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3866,22,2.795454545,5,Sunset Strip,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3879,822,2.878953771,5,"Art of War, The",2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3880,65,3.661538462,5,"Ballad of Ramblin' Jack, The",2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3881,38,3.407894737,5,Phish: Bittersweet Motel,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3882,2253,3.080115402,5,Bring It On,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3883,40,2.8625,5,Catfish in Black Bean Sauce,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3884,158,2.370253165,4.5,"Crew, The",2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3885,121,3.152892562,5,Love & Sex,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3886,133,3.146616541,5,Steal This Movie!,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3888,36,3.222222222,5,Skipped Parts,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3889,751,2.434087883,5,Highlander: Endgame,2000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3890,3,2.833333333,3,Back Stage,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3891,17,2.176470588,5,Turn It Up,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3892,166,2.951807229,5,Anatomy (Anatomie),2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3893,2733,3.248261983,5,Nurse Betty,2000,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
3895,470,2.512765957,5,"Watcher, The",2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3896,903,3.279623477,5,"Way of the Gun, The",2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3897,9635,3.864763882,5,Almost Famous,2000,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3898,267,2.775280899,5,Bait,2000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3899,34,2.661764706,4,Circus,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3900,94,2.734042553,5,Crime and Punishment in Suburbia,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3901,458,2.826419214,5,Duets,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3903,160,3.3,5,Urbania,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3905,77,3.266233766,5,"Specials, The",2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3906,235,3.174468085,5,Under Suspicion,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3908,658,2.12006079,5,Urban Legends: Final Cut,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3909,399,2.769423559,5,Woman on Top,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3910,1956,3.835122699,5,Dancer in the Dark,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3911,5195,3.872666025,5,Best in Show,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3912,165,2.451515152,5,Beautiful,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3914,197,3.472081218,5,"Broken Hearts Club, The",2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3915,468,3.512820513,5,Girlfight,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3916,3683,3.794053761,5,Remember the Titans,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3943,445,3.134831461,5,Bamboozled,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3944,52,2.596153846,5,Bootmen,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3945,227,1.486784141,5,Digimon: The Movie,2000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3946,653,2.333078101,5,Get Carter,2000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3948,8012,3.487768347,5,Meet the Parents,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3949,5778,4.037642783,5,Requiem for a Dream,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3950,760,3.55,5,Tigerland,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3951,141,3.634751773,5,Two Family House,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3952,1610,3.631055901,5,"Contender, The",2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3953,814,2.256142506,5,Dr. T and the Women,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3955,563,2.541740675,5,"Ladies Man, The",2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3956,385,2.376623377,5,Lost Souls,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3967,3728,3.839860515,5,Billy Elliot,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3968,2015,2.872456576,5,Bedazzled,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3969,2730,3.297069597,5,Pay It Forward,2000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3973,811,1.927250308,5,Book of Shadows: Blair Witch 2,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3974,146,2.397260274,5,"Little Vampire, The",2000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3975,296,2.334459459,5,Lucky Numbers,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3976,40,2.6125,5,Stardom,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3977,8586,2.830887491,5,Charlie's Angels,2000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3978,1631,3.17198038,5,"Legend of Bagger Vance, The",2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3979,1507,2.50331785,5,Little Nicky,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3980,1693,3.551092735,5,Men of Honor,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3981,1905,2.688713911,5,Red Planet,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3982,120,3.3125,5,What's Cooking?,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3983,1702,4.088719154,5,You Can Count on Me,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3986,2418,2.955955335,5,"6th Day, The",2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3987,1104,2.981431159,5,Bounce,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3988,2865,2.907678883,5,How the Grinch Stole Christmas (a.k.a. The Grinch),2000,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3990,359,2.437325905,5,Rugrats in Paris: The Movie,2000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3991,594,2.382996633,5,102 Dalmatians,2000,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3992,399,3.593984962,5,Malèna,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3993,1516,3.515501319,5,Quills,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3994,7109,3.473413982,5,Unbreakable,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
3995,20,3.375,5,Boys Life 3,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3996,13112,3.947414582,5,"Crouching Tiger, Hidden Dragon (Wu hu zang long)",2000,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3997,1118,2.072898032,5,Dungeons & Dragons,2000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3998,1370,3.162773723,5,Proof of Life,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3999,1694,2.785419126,5,Vertical Limit,2000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4011,7456,4.011131974,5,Snatch,2000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
4013,19,2.236842105,4.5,Mr. Accident,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4014,5185,3.763741562,5,Chocolat,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4015,2496,2.501802885,5,"Dude, Where's My Car?",2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4016,2709,3.558324105,5,"Emperor's New Groove, The",2000,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4017,1202,3.599833611,5,Pollock,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4018,4227,3.203690561,5,What Women Want,2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4019,3036,3.686594203,5,Finding Forrester,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4020,1441,3.414989591,5,"Gift, The",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4021,558,3.773297491,5,Before Night Falls,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4022,9159,3.585216727,5,Cast Away,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4023,2386,3.325649623,5,"Family Man, The",2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4024,388,3.382731959,5,"House of Mirth, The",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4025,4462,3.056925146,5,Miss Congeniality,2000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4027,9445,3.894600318,5,"O Brother, Where Art Thou?",2000,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4028,218,3.584862385,5,Songcatcher,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4029,1807,3.51770891,5,State and Main,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4030,647,2.5625966,5,Dracula 2000,2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4031,637,2.872841444,5,All the Pretty Horses,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4032,53,3.122641509,5,"Everlasting Piece, An",2000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4033,1935,3.670284238,5,Thirteen Days,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
4034,9167,3.843569325,5,Traffic,2000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
4035,199,3.268844221,5,"Claim, The",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4036,1410,3.423404255,5,Shadow of the Vampire,2000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4050,29,2.25862069,5,"St. Francisville Experiment, The",2000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4052,1084,3.077490775,5,Antitrust,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4053,199,2.804020101,5,Double Take,2001,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4054,1550,3.158064516,5,Save the Last Dance,2001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4055,473,3.494714588,5,Panic,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
